Id,MonthlyIncome
5343,0
5344,0
5346,0
5347,0
5349,0
5355,0
5374,0
5378,0
5380,0
5383,0
5384,0
5385,0
5387,0
5389,0
5391,0
5395,0
5404,0
5406,0
5408,0
5415,0
5423,0
5426,0
5427,0
5428,0
5437,0
5445,0
5454,0
5456,0
5457,0
5461,0
5462,0
5465,0
5467,0
5468,0
5469,0
5473,0
5478,0
5479,0
5486,0
5497,0
5501,0
5502,0
5504,0
5505,0
5512,0
5514,0
5515,0
5524,0
5526,0
5533,0
5534,0
5536,0
5537,0
5546,0
5549,0
5551,0
5552,0
5554,0
5555,0
5557,0
5562,0
5564,0
5568,0
5569,0
5571,0
5573,0
5577,0
5585,0
5590,0
5596,0
5599,0
5602,0
5605,0
5611,0
5622,0
5624,0
5628,0
5639,0
5641,0
5648,0
5649,0
5654,0
5655,0
5658,0
5659,0
5660,0
5663,0
5666,0
5668,0
5672,0
5674,0
5677,0
5679,0
5680,0
5684,0
5686,0
5688,0
5689,0
5698,0
5706,0
5707,0
5708,0
5709,0
5712,0
5713,0
5716,0
5721,0
5728,0
5732,0
5733,0
5743,0
5747,0
5750,0
5752,0
5755,0
5763,0
5764,0
5767,0
5771,0
5772,0
5778,0
5781,0
5785,0
5787,0
5788,0
5800,0
5804,0
5805,0
5810,0
5815,0
5816,0
5822,0
5825,0
5826,0
5837,0
5839,0
5842,0
5844,0
5845,0
5854,0
5860,0
5861,0
5864,0
5865,0
5866,0
5870,0
5872,0
5876,0
5879,0
5880,0
5881,0
5882,0
5884,0
5887,0
5894,0
5895,0
5909,0
5911,0
5916,0
5926,0
5928,0
5930,0
5935,0
5953,0
5954,0
5955,0
5961,0
5976,0
5980,0
5981,0
5987,0
5988,0
5990,0
6001,0
6003,0
6004,0
6011,0
6012,0
6015,0
6021,0
6025,0
6036,0
6040,0
6043,0
6049,0
6050,0
6053,0
6057,0
6065,0
6068,0
6071,0
6073,0
6076,0
6082,0
6083,0
6088,0
6096,0
6109,0
6112,0
6113,0
6120,0
6121,0
6127,0
6129,0
6134,0
6135,0
6139,0
6146,0
6149,0
6150,0
6152,0
6157,0
6165,0
6170,0
6177,0
6180,0
6181,0
6187,0
6188,0
6189,0
6194,0
6195,0
6203,0
6205,0
6207,0
6212,0
6215,0
6216,0
6217,0
6224,0
6225,0
6231,0
6235,0
6236,0
6238,0
6240,0
6246,0
6247,0
6249,0
6253,0
6254,0
6259,0
6264,0
6268,0
6269,0
6272,0
6281,0
6282,0
6287,0
6290,0
6291,0
6292,0
6294,0
6309,0
6312,0
6317,0
6320,0
6325,0
6329,0
6333,0
6335,0
6342,0
6347,0
6351,0
6353,0
6355,0
6356,0
6367,0
6368,0
6374,0
6378,0
6380,0
6384,0
6387,0
6389,0
6391,0
6393,0
6396,0
6400,0
6401,0
6419,0
6420,0
6423,0
6425,0
6426,0
6428,0
6435,0
6437,0
6439,0
6443,0
6454,0
6456,0
6457,0
6461,0
6463,0
6464,0
6479,0
6481,0
6482,0
6483,0
6484,0
6485,0
6490,0
6493,0
6495,0
6499,0
6503,0
6515,0
6518,0
6522,0
6523,0
6527,0
6528,0
6529,0
6530,0
6532,0
6535,0
6536,0
6539,0
6552,0
6553,0
6557,0
6563,0
6574,0
6577,0
6581,0
6586,0
6595,0
6597,0
6605,0
6613,0
6621,0
6632,0
6633,0
6634,0
6636,0
6647,0
6651,0
6658,0
6663,0
6664,0
6673,0
6674,0
6676,0
6677,0
6680,0
6690,0
6691,0
6700,0
6709,0
6713,0
6721,0
6726,0
6727,0
6731,0
6737,0
6740,0
6741,0
6743,0
6746,0
6747,0
6754,0
6756,0
6758,0
6759,0
6761,0
6770,0
6779,0
6789,0
6798,0
6803,0
6804,0
6814,0
6815,0
6816,0
6822,0
6825,0
6827,0
6831,0
6833,0
6836,0
6837,0
6848,0
6849,0
6858,0
6861,0
6864,0
6866,0
6868,0
6869,0
6871,0
6873,0
6877,0
6880,0
6886,0
6887,0
6888,0
6889,0
6893,0
6897,0
6900,0
6903,0
6905,0
6907,0
6913,0
6915,0
6917,0
6922,0
6926,0
6927,0
6934,0
6935,0
6936,0
6940,0
6944,0
6947,0
6948,0
6949,0
6952,0
6957,0
6966,0
6978,0
6984,0
6989,0
6995,0
6997,0
7013,0
7023,0
7025,0
7029,0
7030,0
7031,0
7034,0
7041,0
7043,0
7048,0
7050,0
7064,0
7071,0
7072,0
7081,0
7086,0
7091,0
7092,0
7095,0
7099,0
7101,0
7103,0
7104,0
7105,0
7108,0
7110,0
7113,0
7114,0
7133,0
7137,0
7139,0
7143,0
7145,0
7150,0
7156,0
7162,0
7175,0
7176,0
7179,0
7192,0
7200,0
7205,0
7210,0
7213,0
7218,0
7221,0
7222,0
7224,0
7230,0
7232,0
7242,0
7250,0
7251,0
7252,0
7256,0
7262,0
7267,0
7268,0
7276,0
7278,0
7279,0
7285,0
7287,0
7290,0
7294,0
7295,0
7302,0
7303,0
7304,0
7306,0
7307,0
7318,0
7325,0
7326,0
7328,0
7331,0
7336,0
7337,0
7340,0
7342,0
7347,0
7349,0
7365,0
7376,0
7388,0
7389,0
7391,0
7396,0
7398,0
7403,0
7404,0
7407,0
7410,0
7412,0
7415,0
7418,0
7421,0
7423,0
7428,0
7431,0
7432,0
7439,0
7440,0
7450,0
7452,0
7457,0
7460,0
7463,0
7468,0
7469,0
7470,0
7473,0
7475,0
7476,0
7479,0
7482,0
7485,0
7487,0
7488,0
7489,0
7496,0
7498,0
7500,0
7506,0
7511,0
7515,0
7516,0
7517,0
7525,0
7526,0
7529,0
7531,0
7535,0
7540,0
7543,0
7546,0
7554,0
7555,0
7556,0
7559,0
7560,0
7561,0
7564,0
7566,0
7568,0
7570,0
7571,0
7572,0
7574,0
7577,0
7578,0
7579,0
7580,0
7581,0
7582,0
7595,0
7600,0
7601,0
7603,0
7607,0
7610,0
7617,0
7626,0
7628,0
7629,0
7639,0
7641,0
7648,0
7651,0
7652,0
7653,0
7654,0
7666,0
7668,0
7669,0
7672,0
7673,0
7681,0
7683,0
7686,0
7691,0
7696,0
7697,0
7701,0
7709,0
7722,0
7723,0
7725,0
7726,0
7727,0
7730,0
7744,0
7746,0
7748,0
7749,0
7752,0
7754,0
7756,0
7758,0
7760,0
7769,0
7776,0
7780,0
7781,0
7782,0
7786,0
7791,0
7793,0
7794,0
7795,0
7801,0
7802,0
7823,0
7828,0
7829,0
7832,0
7840,0
7841,0
7843,0
7846,0
7851,0
7881,0
7886,0
7887,0
7890,0
7894,0
7899,0
7902,0
7908,0
7913,0
7916,0
7917,0
7918,0
7919,0
7921,0
7923,0
7925,0
7933,0
7938,0
7946,0
7948,0
7950,0
7956,0
7965,0
7970,0
7975,0
7977,0
7979,0
7981,0
7982,0
7985,0
7987,0
7990,0
7993,0
7998,0
7999,0
8007,0
8012,0
8014,0
8015,0
8022,0
8024,0
8026,0
8029,0
8031,0
8038,0
8039,0
8041,0
8046,0
8048,0
8050,0
8055,0
8058,0
8073,0
8083,0
8086,0
8088,0
8091,0
8095,0
8097,0
8102,0
8106,0
8120,0
8122,0
8123,0
8125,0
8133,0
8136,0
8138,0
8140,0
8142,0
8148,0
8152,0
8154,0
8157,0
8158,0
8162,0
8171,0
8172,0
8176,0
8179,0
8181,0
8185,0
8189,0
8194,0
8195,0
8198,0
8207,0
8212,0
8214,0
8219,0
8221,0
8224,0
8226,0
8228,0
8229,0
8231,0
8232,0
8238,0
8239,0
8241,0
8242,0
8249,0
8256,0
8257,0
8271,0
8275,0
8279,0
8280,0
8282,0
8283,0
8284,0
8286,0
8289,0
8293,0
8294,0
8297,0
8301,0
8305,0
8311,0
8318,0
8319,0
8320,0
8322,0
8323,0
8325,0
8333,0
8337,0
8338,0
8341,0
8342,0
8343,0
8345,0
8352,0
8355,0
8356,0
8358,0
8359,0
8363,0
8364,0
8365,0
8371,0
8373,0
8375,0
8376,0
8378,0
8384,0
8388,0
8389,0
8391,0
8394,0
8395,0
8399,0
8404,0
8410,0
8414,0
8417,0
8427,0
8440,0
8441,0
8443,0
8448,0
8452,0
8460,0
8467,0
8471,0
8472,0
8475,0
8477,0
8478,0
8479,0
8481,0
8484,0
8486,0
8488,0
8493,0
8495,0
8500,0
8501,0
8505,0
8506,0
8511,0
8512,0
8514,0
8517,0
8518,0
8519,0
8526,0
8529,0
8538,0
8539,0
8541,0
8547,0
8553,0
8558,0
8565,0
8566,0
8569,0
8571,0
8575,0
8576,0
8587,0
8590,0
8591,0
8592,0
8593,0
8597,0
8603,0
8611,0
8613,0
8616,0
8618,0
8619,0
8623,0
8629,0
8635,0
8640,0
8648,0
8651,0
8654,0
8659,0
8664,0
8666,0
8671,0
8673,0
8687,0
8688,0
8689,0
8697,0
8705,0
8714,0
8716,0
8724,0
8726,0
8730,0
8732,0
8736,0
8743,0
8758,0
8762,0
8766,0
8770,0
8780,0
8787,0
8806,0
8815,0
8816,0
8822,0
8825,0
8826,0
8833,0
8841,0
8846,0
8847,0
8857,0
8858,0
8866,0
8867,0
8868,0
8869,0
8872,0
8880,0
8881,0
8887,0
8890,0
8892,0
8893,0
8896,0
8899,0
8901,0
8903,0
8909,0
8911,0
8915,0
8920,0
8921,0
8926,0
8930,0
8932,0
8935,0
8942,0
8944,0
8945,0
8953,0
8958,0
8961,0
8962,0
8967,0
8970,0
8971,0
8972,0
8979,0
8980,0
8981,0
8987,0
8993,0
8994,0
9000,0
9001,0
9004,0
9007,0
9009,0
9011,0
9017,0
9021,0
9023,0
9039,0
9041,0
9043,0
9045,0
9052,0
9057,0
9058,0
9059,0
9061,0
9062,0
9065,0
9072,0
9073,0
9082,0
9085,0
9086,0
9087,0
9091,0
9092,0
9094,0
9098,0
9101,0
9104,0
9113,0
9117,0
9124,0
9126,0
9129,0
9133,0
9147,0
9150,0
9151,0
9152,0
9153,0
9154,0
9155,0
9160,0
9163,0
9164,0
9166,0
9170,0
9173,0
9182,0
9186,0
9189,0
9190,0
9193,0
9195,0
9213,0
9215,0
9223,0
9234,0
9238,0
9241,0
9243,0
9247,0
9249,0
9252,0
9253,0
9254,0
9255,0
9268,0
9273,0
9280,0
9285,0
9286,0
9288,0
9290,0
9292,0
9296,0
9297,0
9299,0
9300,0
9301,0
9302,0
9304,0
9321,0
9329,0
9332,0
9334,0
9335,0
9340,0
9351,0
9352,0
9359,0
9363,0
9364,0
9367,0
9376,0
9382,0
9383,0
9392,0
9397,0
9398,0
9399,0
9404,0
9407,0
9408,0
9414,0
9415,0
9420,0
9424,0
9427,0
9428,0
9431,0
9435,0
9441,0
9442,0
9445,0
9452,0
9474,0
9478,0
9481,0
9483,0
9490,0
9503,0
9508,0
9510,0
9513,0
9518,0
9528,0
9533,0
9535,0
9536,0
9537,0
9539,0
9546,0
9551,0
9556,0
9559,0
9560,0
9562,0
9565,0
9569,0
9571,0
9572,0
9574,0
9576,0
9578,0
9580,0
9585,0
9593,0
9599,0
9607,0
9608,0
9620,0
9621,0
9622,0
9626,0
9633,0
9634,0
9641,0
9643,0
9646,0
9647,0
9648,0
9649,0
9654,0
9656,0
9661,0
9675,0
9677,0
9682,0
9683,0
9684,0
9686,0
9688,0
9694,0
9713,0
9724,0
9729,0
9732,0
9737,0
9738,0
9740,0
9748,0
9754,0
9759,0
9762,0
9767,0
9768,0
9774,0
9775,0
9779,0
9788,0
9790,0
9793,0
9799,0
9802,0
9806,0
9808,0
9810,0
9812,0
9827,0
9832,0
9839,0
9842,0
9843,0
9845,0
9846,0
9854,0
9871,0
9872,0
9876,0
9881,0
9882,0
9888,0
9890,0
9898,0
9899,0
9900,0
9903,0
9905,0
9906,0
9919,0
9921,0
9927,0
9930,0
9933,0
9940,0
9947,0
9949,0
9961,0
9972,0
9976,0
9977,0
9986,0
9987,0
9988,0
9993,0
9995,0
9998,0
10005,0
10008,0
10010,0
10011,0
10013,0
10014,0
10022,0
10024,0
10027,0
10031,0
10036,0
10039,0
10040,0
10043,0
10045,0
10046,0
10060,0
10076,0
10079,0
10081,0
10088,0
10090,0
10092,0
10093,0
10095,0
10099,0
10100,0
10113,0
10123,0
10125,0
10128,0
10133,0
10135,0
10139,0
10147,0
10150,0
10153,0
10154,0
10155,0
10167,0
10169,0
10174,0
10176,0
10181,0
10183,0
10199,0
10204,0
10206,0
10211,0
10213,0
10227,0
10229,0
10230,0
10232,0
10236,0
10242,0
10244,0
10251,0
10261,0
10262,0
10264,0
10270,0
10276,0
10277,0
10280,0
10286,0
10290,0
10291,0
10300,0
10301,0
10306,0
10312,0
10315,0
10321,0
10323,0
10324,0
10325,0
10329,0
10330,0
10334,0
10338,0
10342,0
10343,0
10352,0
10355,0
10357,0
10360,0
10366,0
10369,0
10370,0
10371,0
10374,0
10377,0
10379,0
10386,0
10388,0
10389,0
10390,0
10394,0
10398,0
10399,0
10406,0
10407,0
10409,0
10422,0
10423,0
10429,0
10430,0
10431,0
10437,0
10440,0
10444,0
10449,0
10454,0
10455,0
10461,0
10466,0
10476,0
10477,0
10478,0
10480,0
10481,0
10492,0
10494,0
10496,0
10497,0
10498,0
10501,0
10502,0
10507,0
10508,0
10509,0
10510,0
10513,0
10520,0
10521,0
10526,0
10528,0
10537,0
10544,0
10545,0
10546,0
10553,0
10556,0
10557,0
10563,0
10575,0
10576,0
10578,0
10595,0
10599,0
10601,0
10606,0
10609,0
10610,0
10611,0
10613,0
10629,0
10631,0
10633,0
10642,0
10644,0
10646,0
10647,0
10649,0
10651,0
10657,0
10659,0
10666,0
10672,0
10674,0
10676,0
10677,0
10685,0
10689,0
10691,0
10698,0
10701,0
10709,0
10712,0
10727,0
10728,0
10733,0
10735,0
10736,0
10740,0
10744,0
10747,0
10748,0
10753,0
10762,0
10766,0
10773,0
10780,0
10784,0
10785,0
10789,0
10802,0
10803,0
10805,0
10807,0
10810,0
10812,0
10813,0
10815,0
10821,0
10822,0
10824,0
10825,0
10841,0
10854,0
10856,0
10860,0
10866,0
10868,0
10869,0
10874,0
10883,0
10884,0
10888,0
10891,0
10899,0
10902,0
10903,0
10907,0
10912,0
10915,0
10918,0
10920,0
10922,0
10924,0
10925,0
10926,0
10927,0
10928,0
10934,0
10936,0
10937,0
10942,0
10944,0
10945,0
10950,0
10952,0
10954,0
10959,0
10960,0
10970,0
10981,0
10987,0
10990,0
10994,0
10995,0
11000,0
11001,0
11005,0
11008,0
11015,0
11016,0
11021,0
11025,0
11029,0
11030,0
11032,0
11033,0
11035,0
11045,0
11052,0
11053,0
11057,0
11058,0
11071,0
11073,0
11075,0
11077,0
11083,0
11097,0
11100,0
11101,0
11106,0
11115,0
11118,0
11119,0
11122,0
11126,0
11130,0
11132,0
11133,0
11138,0
11147,0
11150,0
11154,0
11166,0
11177,0
11178,0
11179,0
11181,0
11188,0
11189,0
11190,0
11199,0
11207,0
11209,0
11217,0
11225,0
11226,0
11228,0
11230,0
11236,0
11238,0
11239,0
11244,0
11248,0
11249,0
11260,0
11264,0
11266,0
11270,0
11276,0
11277,0
11283,0
11286,0
11289,0
11291,0
11292,0
11294,0
11297,0
11301,0
11307,0
11310,0
11312,0
11314,0
11316,0
11319,0
11322,0
11324,0
11327,0
11328,0
11336,0
11356,0
11360,0
11362,0
